2213,47245
2213,46031
2244,46031
2244,44809
2237,44809
2237,43561
2087,43561
2087,42462
2967,42462
2967,41123
2367,41123
2367,39980
2895,39980
2895,38739
2952,38739
2952,37578
3354,37578
3354,36371
3584,36371
3584,35247
4092,35247
4092,34094
4496,34094
4496,33155
5465,33155
5465,31739
5185,31739
5185,30953
6447,30953
6447,29771
6762,29771
6762,28519
6962,28519
6962,27373
7401,27373
7401,26191
7794,26191
7794,25243
8600,25243
8600,24546
9784,24546
9784,23479
10357,23479
10357,22094
10490,22094
10490,21622
11908,21622
11908,20424
12331,20424
12331,19372
12963,19372
12963,18242
13519,18242
13519,17688
14728,17688
14728,16987
15746,16987
15746,16100
16564,16100
16564,15164
17341,15164
17341,14406
18285,14406
18285,13089
18753,13089
18753,12771
20069,12771
20069,11594
20693,11594
20693,11130
21868,11130
21868,10165
22680,10165
22680,9796
23899,9796
23899,9456
25116,9456
25116,8451
25926,8451
25926,8089
27114,8089
27114,7472
28157,7472
28157,6932
29241,6932
29241,6574
30408,6574
30408,5722
31359,5722
31359,5013
32389,5013
32389,4664
33564,4664
33564,4189
34693,4189
34693,3737
35834,3737
35834,3378
37007,3378
37007,3667
38344,3667
38344,3086
39454,3086
39454,2663
40612,2663
40612,3127
41932,3127
41932,2700
43087,2700
43087,2788
44317,2788
44317,2678
45517,2678
45517,1812
46664,1812
46664,2478
47918,2478
47918,1735
49110,1735
49110,2113
50330,2113
50330,1642
51559,1642
51559,2326
52747,2326
52747,2347
53959,2347
53959,1910
55225,1910
55225,2537
56377,2537
56377,2633
57591,2633
57591,3235
58715,3235
58715,2791
60041,2791
60041,3539
61119,3539
61119,3403
62408,3403
62408,3813
63561,3813
63561,4751
64540,4751
64540,5002
65728,5002
65728,5010
67016,5010
67016,5699
68051,5699
68051,5632
69403,5632
69403,6576
70316,6576
70316,7145
71389,7145
71389,7629
72505,7629
72505,7972
73707,7972
73707,8491
74821,8491
74821,9790
75449,9790
75449,9921
76812,9921
76812,10937
77590,10937
77590,11670
78555,11670
78555,12398
79522,12398
79522,13265
80377,13265
80377,13897
81428,13897
81428,14868
82182,14868
82182,15719
83039,15719
83039,16467
83998,16467
83998,17239
84943,17239
84943,17929
85992,17929
85992,18772
86887,18772
86887,19991
87326,19991
87326,20708
88386,20708
88386,21894
88833,21894
88833,22804
89653,22804
89653,23740
90449,23740
90449,24861
90957,24861
90957,25881
91625,25881
91625,27144
91855,27144
91855,28182
92478,28182
92478,29132
93294,29132
93294,30058
94202,30058
94202,31483
93984,31483
93984,32627
94377,32627
94377,33690
94988,33690
94988,34732
95694,34732
95694,35851
96207,35851
96207,37004
96629,37004
96629,38236
96759,38236
96759,39538
96536,39538
96536,40687
96956,40687
96956,41845
97378,41845
97378,43036
97648,43036
97648,44233
97916,44233
97916,45488
97629,45488
97629,46695
97741,46695
97741,47915
97581,47915
97581,49117
97886,49117
97886,50331
